name,day,month,year,date,rating,comment,detailedReview
Baishan Chatterjee,11,June,2020,June 2020,5,Great product,Love it.. Great taste.. Very healthy and filling.. Packaging is good.. Amazon delivery is excellent.. I have been having this for the past 6 months now and I'm totally satisfied.. Thanks Amazon..
Amazon Customer,11,June,2020,June 2020,5,Expensive but worthy,A bit expensive! But load of nuts and seeds make that worthy.best breakfast option in market.
Manish K.,12,June,2020,June 2020,5,"Light, Healthy and Delicious🥣🥣","Yoga Bar museli is the best in terms of quality. As I opened the package I was mesmerized by the sweet smell of strawberry. Also it has good amount of dried fruits and seeds. Just loved this product. Trying chocolate flavours soon.
If you also get confused in the morning as what to eat (...other than simple plain oats...😑) then it is the solution. It's healthy, light and delicious. Just go for it."
Harsh Kumar Chaudhary,12,June,2020,June 2020,5,Great Taste,Great taste most of the time u will find urself eating it straight out of the pack instead of mixing with milk.
Kindle Customer,12,June,2020,June 2020,5,Too good,So good and healthy. Worth the price👌
Purabi c.,12,June,2020,June 2020,5,Too good,It is a healthy option for my quick breakfast. Like the test also.
Mahindar B.,13,June,2020,June 2020,1,Taste is not good,Previously used to buy Kellogg's.. but thought of trying this after seeing so many reviews.. I didn't liked the taste.. I'm totally disappointed .. I will never buy it again
Diya Roy,13,June,2020,June 2020,3,deteriorated,The flavour has changed a bit . Hardly any chia seeds. Ut used to be a great product but now more like the Kellogg one
Ethan,13,June,2020,June 2020,5,Must have for breakfast,Flavor is really good. Packaging was not great. Good one for breakfast. High in protein and fibre. Value for money
Amazon Customer,13,June,2020,June 2020,1,Kellogg is best,Kellogg is far far better product please don't buy it
meenu,13,June,2020,June 2020,5,It adds flavour to morning breakfast or in between munching,Very yummy . High quality product
Yash,14,June,2020,June 2020,5,Worth every penny!,Very healthy breakfast option. All ingredients are clearly mentioned and they use jaggery instead of refined sugar which is very good. This is by far the best Muesli that i have tried. Will definitely buy again.
Sakshi Pandey,14,June,2020,June 2020,5,Looking for healthy breakfast? Here you go,It has a strawberry smell. Healthy and light for brkfst . I ate even in evening 😂
Antara Thakur,14,June,2020,June 2020,5,good,tasty along with healthy
Loki,14,June,2020,June 2020,5,Super,Very nice product. Especially love the re-sealable bag. 👌
Kaur B,15,June,2020,June 2020,5,Amazing Product!!! Must buy,This product is a bowl full of healthy ingredients. Must buy...value for money and taste.
Sumit Soni,16,June,2020,June 2020,5,Very gud,I have been purchasing it for my family over a long period...it is far far far better than than other....at least you must have try it for once so that you will purchase it in regular basis
Ravindra,16,June,2020,June 2020,5,Good,Good
Umang sharma,18,June,2020,June 2020,4,Amazing assortment of nutrition 😍😍,The delivery was timely and the product is excellent. Would recommend it to everyone who wishes to loose weight or try something better than cornflakes.
Ananya Bose,19,June,2020,June 2020,5,Makes for a joyous breakfast.,"This is the best muesli I've had so far. Full of nuts, seeds and dried fruits, it is wholesome, filling and very, very tasty. Moreover, it has jaggery instead of processed sugar that makes it all the more nutritious."
George Philip,19,June,2020,June 2020,5,Yogi bar,Expensive than similar product by other companies
Abhilash Phukan,19,June,2020,June 2020,2,Not upto the mark,Tasteless and the fruity smell is intolerable . Smells like a fruit deo or soap
NARINDER CHAUHAN,19,June,2020,June 2020,5,Great taste,Great taste
Manish Choudhary,19,June,2020,June 2020,5,Yummm!,"Fell in love with flavour.
Has everything and it’s so crunchy"
Deepsikha Sarkar,20,June,2020,June 2020,4,Muesli review,"I like the flavour and it tastes good. Out of various muesli brand that I have tried, I like yogabar muesli the most as it has a mix of nuts and seeds. The seeds and nuts together gives a crunchy experience. I am going to buy it again. What I don't like about it is the carbohydrate content in each serving. It's quite high when compared to protein content and I guess my main purpose for which I switched to muesli (i.e., weight loss) is not gonna be of great help in this regard."
Ca@am89,20,June,2020,June 2020,1,Quality degraded,"This the second time I bought this product,last time it was flavourful,but this time it doesn't have any flavour,and the quantity of beaten rice is more.charging higher price for such quality of product. This time it was the muesli was moist."
Sarvaiya,20,June,2020,June 2020,5,good product,tastes good
Swapnil,20,June,2020,June 2020,5,Value for money,Flavour with whole good seeds
sabrina,21,June,2020,June 2020,2,not happy,Not happy ... it doesn't has much nuts and it's not that tasty that I thought
Hemant lakhani,21,June,2020,June 2020,5,Healthy meal for the day.,"A best meal to start your day with with misxture of proten, vitamins, complex carbs and healthy fats fats with seeds. I would rate it 9/10 its just that its certainly high in cost in proportion of quantity. If quantity was given as per requirement it would be 10/10."
Rashmi,22,June,2020,June 2020,5,Great healthy breakfast alternative,"I have been having Kellogg's Muesli, wanted to try this one.. Though priced similarly to Kellogg's this much is much better with all the nuts and nutritious seeds. Definitely value for money."
moikaseth,22,June,2020,June 2020,5,Amazing,Amazing love to have again filling your tummy well.
Soni,22,June,2020,June 2020,1,West of money,I don't like test
Stanley,22,June,2020,June 2020,5,Wholesome,Very healthy and wholesome for your breakfast tummy.
shajila,22,June,2020,June 2020,5,Soooper combination of nutrients,"Nice taste and healthy...Packed with nutritions and ""zero trans fat"""
apoorva sood,22,June,2020,June 2020,4,The most tasty muslie I've ever had.,This is a worth money product.
VERA,23,June,2020,June 2020,5,Rich and tasty,Value for money
sridhar,23,June,2020,June 2020,5,"good product, reasonable price",overall good and this is an economic pack compared to 400gms pact and other vendor products.
Amazon Customer,23,June,2020,June 2020,3,Average,It was average.........I would still stick to Kellogg's muesli
akshay sharma,23,June,2020,June 2020,5,Vvvv,Hhhb
sayela,23,June,2020,June 2020,5,Crunchy and flavorful,"Great flavors, generous inclusion of dried fruits and seeds. Crunchiest muesli with an amazing fresh aroma and packaging."
Alka Thakur,24,June,2020,June 2020,1,not satisfied,flevor is not gud .......not like by my son......waste of money ....
Puspani Das,24,June,2020,June 2020,5,Yogabar is the best✌️,"Easy n Yummy breakfast without sugar n of course with a whole lot of goodies.
Thank u Yogabar for this museli hope you guys won't compromise with the quality in d near future👍"
Barnali,25,June,2020,June 2020,5,My baby love it,I gave this to my baby n he love it as there are dry fruits n nuts on it...
Srikieee,26,June,2020,June 2020,5,Good quality,Pls try to provide these with some discounts so that it is affordable to everyone.. I love this product very much that I started advertising/sharing in personal 😂 so I deserve more discount 😂🤣
Umang,26,June,2020,June 2020,5,Perfect Breakfast,It’s really gud !
Sonia,28,June,2020,June 2020,5,Buy it without any doubt,Very nice muesli.Better than other brands.Value for money. Quantity of seeds and dry fruits is also good and flavour is natural . Go for it without any doubt.
Khilendra Kumar sen,28,June,2020,June 2020,5,Good yami testi,Good yami testi
Ruchi,29,June,2020,June 2020,5,Better taste and quality,"I ordered yoga bar muesli after reading the reviews and comparing it with other brands.
It contains seeds and fruits along with grains.
The taste is really good and different than other mueslis. Price is reasonable too.
Gonna try the other variants in future."
Karampreet Kaur,29,June,2020,June 2020,2,2 stars product,Did not like it much. Go for Good DIet meusli. Better than this one.
AMALU ANTONY,29,June,2020,June 2020,5,Best,Good product
Debarpita Majumdar,30,June,2020,June 2020,5,Yogabar keep up the good work!,Loved it!
Kunal,30,June,2020,June 2020,4,Good product,"Awesome,what a delicious product"
Keerthu,1,July,2020,July 2020,3,Low Standard,"I won't buy again.. Ingredients are not up to the mark.. Taste & Flavor doesn't has standard.. In this price, we can't expect premium quality.."
Aman Gupta,2,July,2020,July 2020,1,Yogabar is downgraded the Quality,"It does not have berries and nuts only grains which is very sad.
Overall it was not at all tasting good as it was used to be earlier."
Paro,2,July,2020,July 2020,4,Good,The product is good. Just didn't like the artificial flavour.
Arita Mondal,2,July,2020,July 2020,4,Good.,Better than many others.
SB,3,July,2020,July 2020,5,👍👍👍,👍👍👍
Muskan sayyed,4,July,2020,July 2020,5,Omg;!!!,The flavour is just mind blowing the moment I opened the pack it was like strawberry milkshake then I treid eating barely n omg it's just awesome u have chia n flax seeds my fav n healthy just best brkfast also many things rich in protein as whoever work-out
raj,5,July,2020,July 2020,5,Healthy and tasty,Vey healthy
Sushma,5,July,2020,July 2020,5,It's tasty,Really tasty ! And healthy
Rashmi,6,July,2020,July 2020,5,Nice product,"I was ordered set of three, its a Very nice packaging, all dry fruits in one product ,value for money."
Pratham,6,July,2020,July 2020,5,Great Taste with less sugar,"This product has a great mix of flax, chia and pumpkin seeds, little less of cranberry.

Earlier I preferred Baggrys Fruit and Nut, but after trying Yogabar found it extra sweet.

So now using a mix of Baggrys and Yogabar."
Amaan pathan,7,July,2020,July 2020,4,Awesome Product,"Yoga bar is one of the my favorite breakfast
Because it is sooo tasty and healthy breakfast.
You are going to gym so you absolutely take this product"
Amazon Customer,7,July,2020,July 2020,4,Very NIce flavour and taste,Much better than other counterparts brand
Upasana Chakraborty,8,July,2020,July 2020,5,Yummy breakfast option !! ♥️,"It's yummy , with or without sweetner ♥️👌🏾"
SAJJAL,8,July,2020,July 2020,2,Not as shown in picture,I have had better
Ruchi,8,July,2020,July 2020,5,Its yummy,my fav. breakfast❤️
Nikhil,9,July,2020,July 2020,1,Not satified,Not atleast content shown on package berries are in pacakage
M Lonkar,9,July,2020,July 2020,5,Go for it!!!,"Healthy, wholesome breakfast.Mild flavouring.Excellent quality."
Amazon Customer,9,July,2020,July 2020,4,Good product,Good for daily breakfast
Paras R.,10,July,2020,July 2020,4,Good Product But,"The product is good, nice flavor and priced a bit on higher side. The only thing which needs to be addressed is the amount of sugar inside the museli.
If it can be removed completely, the product will certainly get 5 Stars from me."
ShopAholic!,11,July,2020,July 2020,5,The Perfect Start to the Day!!,"This is one brand that hasn’t compromised on it’s quality by adding cornflakes. That’s something am super happy about 😊.
The mix of cereals and fruits n nuts are perfect. The chia seeds are a good addition. The quality has been as good as it was initially. Good flavour. The packaging is excellent too."
Amazon Customer,11,July,2020,July 2020,5,"Little bit Costly, But make my Day..","It's really tasty and adds flavour to my regular tasteless Oats along with fruits and Jaggery.

Being a regular user I feel its price (MRP) could've been less.. hope they'll do something good for Bachelors like me..

The product is very fresh and adds jinx to my boring Breakfast.."
Shakeel,11,July,2020,July 2020,4,Too yummy,"Very good product, it taste very yummy. You can go for it."
Neelendra K.,12,July,2020,July 2020,5,Good taste,"Good taste, the product is fresh with high amount of dry fruits. I recommend to launch 1 kg saver packs like other competitors."
Hirannya Bhowmik,12,July,2020,July 2020,5,Loved it!!,Best muesli i ever had. Tastes too good. Not very sweet.. as in no added artificial sugar.. best part that is.. and it's just as they promised!!
sarfaraz,13,July,2020,July 2020,1,Complacent,"They have now almost stopped adding apricot and cranberry. Initially, the product was great and ingredients were generously added. Now, it seems they think they have established themselves. Hence the degradation of quality."
Shradha,13,July,2020,July 2020,5,Healthy yet delicious!,"Was looking for a healthy yet delicious breakfast since a while!
This has to be hands down one of the best.
It's yummy and makes me feel pretty energetic throughout the morning."
Somiyareddy,13,July,2020,July 2020,5,Highly recommend,"I absolutely loved it..highly recommend buying it..it is the perfect mix of all nuts,seeds...mix it once before each use..has strong strawberry fragrance."
S Krishna Pillai,13,July,2020,July 2020,4,Not worth the cost paid.,It is priced too high.
Varsha,13,July,2020,July 2020,4,Good one,ideal for breakfast. tasted good. will surely recommend this .
M Rahaman,14,July,2020,July 2020,5,V good,My daughter loves it. Will order again.
srishty chaudhary,14,July,2020,July 2020,5,Good one. Happy to purchase.,One of the best breakfast options specially for the once who doesn't have much time in the morning. This has more pumpkin seeds and chia than any other seeds and nuts.
Amazon Customer,14,July,2020,July 2020,5,Good un taste,Worth the money .. enjoy eating with oast as topping
KISHWER JAWED,14,July,2020,July 2020,5,Good product at reasonable price,Value for money
Amazon Customer,14,July,2020,July 2020,4,Great product,"Quality, package and taste. All tick boxes checked."
Amazon Customer,15,July,2020,July 2020,5,Good product,Nice for a breakfast meal
Sunny,15,July,2020,July 2020,5,Best muesli till date.,I recommend all to try this. Its the best muesli ever.
Ratan Dey,16,July,2020,July 2020,5,What's seen outside is real,"one of the only products to use real fruits inside
conaining strawberry, almonds ,nuts, reisns and many more....
extremely healthy"
Maithili Chavan,16,July,2020,July 2020,4,Worth it,Worth the money
Jeni,18,July,2020,July 2020,5,Good,Good for breakfast with milk.
Amazon Customer,18,July,2020,July 2020,5,Excellent Product ! Go for it!,Delivers what is promised on the package. Lot of dried fruits. Excellent product.
Rajeev Dhiman,19,July,2020,July 2020,5,Good Quality and Awesome taste,"This muesli is really awesome, you should try ones. Filled with seeds and flavour is really far better than other muesli. Packaging is also air tight, which helps a lot if you dont tranfer it in a jar."
Sia Sharma,19,July,2020,July 2020,5,The Best,"One of the most yummy muesli I have ever had. Be it's flavour, fragrance and most importantly it's ingredients, everything is just awesome. If yogabar will maintain its quality as it is, I will be your regular customer for sure. Keep up the good work!"
Munmun Rudra,19,July,2020,July 2020,4,Smell,I don't like the smell
Megha Nandeshwar,19,July,2020,July 2020,4,Good,I like this product
Anjali,19,July,2020,July 2020,5,Great,Good one... I have finished both of them.. I am going to repurchase... My dad and mom also likes this
Rokr,20,July,2020,July 2020,3,Not good,Not good flavor.. mostly sugar coated and less dried fruits
Vishal,20,July,2020,July 2020,3,Good but costly,Costly
Aamir khan,21,July,2020,July 2020,4,Amazing taste and fresh smell. 😍,When you open this yogabar packet you notice fresh smell of fruits nuts and berries. Also the taste is Crunchy and fresh. Price is little bit higher side when you see this packet only contain 700 grm. This packet is only for 5 to 7 days. Try to buy at least two packet for your minimum 10 days breakfast.
phani,21,July,2020,July 2020,5,phani,Good
gontla ranganath,21,July,2020,July 2020,4,Go for it with out any doubt,Very tasty and everyone loved it
Tarun,24,July,2020,July 2020,5,Must buy for good health,"Amazing taste, full of health, a must buy if health is your priority....best quality....loved it"
Lakshmi,24,July,2020,July 2020,5,One of the best mueslis,I have become a fan of yogabar products. Really nice flavor and ingredients.
Ruchira Mandal,25,July,2020,July 2020,5,Healthy and Tasty,"Smells yummy, tastes delicious, filling and healthy. Makes breakfast a happy event."
Sk (Mumbai),25,July,2020,July 2020,4,Go for it,My stomach is full having this muesli. I like the taste but my daughter doesn't like the seeds which was coming while she was chewing.will try chocolate flavour for her.
Sumit Sharma,25,July,2020,July 2020,5,Best,Best muesli
MK,26,July,2020,July 2020,5,Tasty and healthy breakfast,I bought this product for the first time and I am very happy with its quality and taste. The packaging was also very good. It has all the ingredients that a healthy breakfast should have. I will recommend this product to all those who want a quick and healthy breakfast.
Rahul,26,July,2020,July 2020,1,Very bad taste,Very bad taste I was not able to eat
harsh kumar,26,July,2020,July 2020,5,awesome taste,nice product
kamaldeep,27,July,2020,July 2020,5,Good,"Found it bit expensive but its tasty and better than many muesli which tatse if sugar only..
Only if it comes with sugarfree version(sucralose or Erythritol) it would be best"
Manoj Kumar,27,July,2020,July 2020,4,Product is good in all aspects,Packaging is perfect and flavors also good. Overall value for money.
Abhilasha poswal,27,July,2020,July 2020,5,Definitely a nutrition blast,Crunchy and delicious. Go for it. 👍🏻
Sayanti,27,July,2020,July 2020,5,Good product,"Very tasty, waiting for more flavours to come."
Juicy,28,July,2020,July 2020,1,Must reafdd😐😐😐,Product is full of chunks...not good..not by big 750gm pack ever...only buy 500g..it is betr thn biggr one..
nishant,29,July,2020,July 2020,5,Taste buds are delighted.,Can have it with or without milk. Natural ingredients make it to must have it. I feel little more quantity of nuts are required. Overall a good product.
Namita Srivastava,29,July,2020,July 2020,5,"Simply Awesome,Tasty, Healthy,Value for money","Really loved this flavour of yoga bar muesli,color and sweetness all natural ingredients with good amount of nuts and berries. Have tried so many brands but this is best. A very healthy and nutrition meal to have in morning. package was fresh and we'll packed and delivered on time."
NB,29,July,2020,July 2020,4,Healthy and delightful,Very good flavor and have alot of super food and healthy
venkat r madepalli,29,July,2020,July 2020,2,Average,Average
Dm,30,July,2020,July 2020,1,Filled with low quality ingredients,It majorly contains poha
aditi sinha,31,July,2020,July 2020,3,Not upto mark,"I personally don't like its flavour cause of mild strawberry scent, though its doesn't contain cornflakes at all , that's good part, but its hard while chewing. Before that i used Kellogg's musli with no sugar.. i think to switch back.. it's better"
Madhav D.,31,July,2020,July 2020,4,Worth,"Good flavour. Contains seeds & nuts.
Looks healthy"
Jaikumar,31,July,2020,July 2020,4,I prefer chocolate muesli,Good diet product. But chocolate flavour is more good than this
Bhumika,31,July,2020,July 2020,4,Pricey but good,Bit pricey for every day consumption. But good quality.
Amazon Customer,1,August,2020,August 2020,5,Great product except cost,"Very good flavour, but the quantity will last for not more than a week.
Everything is good, but cost wise not good"
Amazon Customer,1,August,2020,August 2020,5,Love the smell!,Nice smell!
Harsh,2,August,2020,August 2020,5,Healthy and Delicious Breakfast .,"Who Doesn't likes Healthy Breakfast. This Yogabar Fruits + nuts and seeds Muesli is so delicious and healthy. Best food for Breakfast with an affordable price. It contains 50% whole grain, 22% Dried Fruits like Raisins, cranberries, strawberries, Blackcurrants. It's a power pack break fast with High Protein and High Fiber ."
Urmi,2,August,2020,August 2020,5,Healthy breakfast at great price,"I tried Dark chocolate and Cadbury varient as well as the fruits, nuts and seeds varient and both are delicious.It consists of healthy ingredients like flax seeds, Quinoa and oats. Perfect for everyday breakfast."
Ankita,2,August,2020,August 2020,4,Nice Museli Flavour,"I have been using this museli from last one week.Its rich in taste and energy.It contains fruits,nuts and flex seeda,chia seeds which are high in proteins and fiber."
Rahul Raju,2,August,2020,August 2020,3,Tasty doesn't mean healthy!!!,The product is great in this price range. Tasty and have ample portion. I believed the sweetness outweighs the nutritional value here.
Raghavendra raju,2,August,2020,August 2020,5,Good product ..,Tastes good
Sapna Khanna,2,August,2020,August 2020,5,Ultimate taste,Super quality and taste as well
Amit T.,2,August,2020,August 2020,2,Did not meet expectations,The product did not meet my expectations since fruits+nuts+ seeds flavor but i was supplied with chocolate flavor.
Akanksha Sharma,2,August,2020,August 2020,5,Perfect choice for breakfast!,I loved it! Tastes amazing!!!♥️✌️
Amazon Customer,3,August,2020,August 2020,5,Free from sugar and honey,"I go for difficult to find, no sugar, no artificial sugar and no honey products, so Yoga bar is a perfect option."
Barun Ghosh,5,August,2020,August 2020,5,Yeh Yoga Bar,"It's been a few months since I discovered this mueslix flavour. I've been buying protein bars produced by the same company for more than a year now ergo I know quality is good.
This large pack is unavailable in physical stores and even though it took a whole week to be delivered from Bangalore to Delhi, it's worth the wait as the product is very healthy and price very reasonable."
Rajul Patel,5,August,2020,August 2020,1,Preservatives Preservatives & Preservatives,"Great packaging and nutritional values, But the moment you receive your box, open and smell it, you will only smell preservatives and chemicals. I have sour throat because of excessive chemicals in this product within 2 days of use. Don't waste your money on such products."
Kusum Lata,5,August,2020,August 2020,3,Expiry date for musli.,I received musli packat.but expiry date for mgf.
Neelam,5,August,2020,August 2020,5,Healthy snack for breakfast,"Amazing product, tastes good! A little less sweet and rich in protein. Can be used as a breakfast snack with milk.
Go for it. It's healthy and tastes good!"
Sheebs,5,August,2020,August 2020,5,Excellent choice,A little sugary so little children will like so much. An excellent mixture of nuts.
Tushar Gupta,6,August,2020,August 2020,5,Nice flavour and smell,Nice flavour and smell. A suggestion from my side is to let in soak in milk for 5-10 mins before eating. Way better than Kellogg's. It has more components too.
Ammu,6,August,2020,August 2020,5,Best onw,It's the best breakfast... superb.. enriched with fruits nuts n seeds.. tastes heavenly... go for it
RIMITA ROY,7,August,2020,August 2020,5,Superb testy,"Go for it guys,it's fill your tummy for long time"
Aditya Kumar Gupta,8,August,2020,August 2020,5,Complete breakfast, Yogabar is my all time favourite for healthy stuffs. I loved tge flavour of this museli+ breakfast cereal. It loaded with dry fruits. Its a complete fibrous meal. Most importantly its a gluten free meal. Thr packaging can be improved but its a value for money deal. Highly recommended for regular healthy breakfast.
Fizza,8,August,2020,August 2020,5,Worth it,"The quantity of the museli is very good and it do includes alots of healthy nuts in it. The flavour is good, it is sweet in taste. It is surely a value of money & the packaging is also nice."
Sagarika Das,8,August,2020,August 2020,5,Good,Liked it. Good
NIKHIL K.,8,August,2020,August 2020,5,Superb taste!,Awesome and so nutritious. A very welcome change to the routine breakfast.
sreeranjani,8,August,2020,August 2020,5,Fruits and seeds filled!,Good amount of all the seeds and fruits needed for a wholesome breakfast.
Poornima,9,August,2020,August 2020,5,Super tasty muesli,"This is the one of the best muesli I ever ate.
The flavour texture are awesome. I don't need to add fruit also because the fruit is like to flavoured and the dry fruit also as a very fresh and the rolled oats and all material all seeds are very good.
This is healthy for me and my whole family. I order for myself then I'll order for my brother also and my sister also."
vidyadhar jadhav,9,August,2020,August 2020,3,good,its good
RAJESH CHANDRA VARMA,10,August,2020,August 2020,5,"Yummy and tasty, loving it. Healthy breakfast.",Jus loving the product.the packaging it's very very healthy and delicious. I have never had a breakfast this good and yummy.can add taste if you add milk and a teaspoon of honey 😄
Rama Vaidyanathan,10,August,2020,August 2020,5,Good buy,My family likes this muesli very much
joydeep mukherjee,10,August,2020,August 2020,3,Chocolate flavor much better,Chocolate flavor is much much better than fruit and nut flavour
prakash,11,August,2020,August 2020,4,First See the ingredients list and then buy,Costly and lots of sugar and sodium helps in increase weight and other health problems because of 5 percent sugar fo every 50 grams
Amazon Customer,11,August,2020,August 2020,5,Good,Good
F Daniel,12,August,2020,August 2020,5,Good product,"I think it is good idea to buy also 500g plain oats and mix it with this yoga bar, or you will finish it in 4days, that will expensive. I just got it iam going to the store and buy the plain oats to mix. So I can enjoy for 10 days."
Pradipta Biswas,12,August,2020,August 2020,5,U should try,Flavour is great. This is the perfect food for breakfast 😋
Kris,12,August,2020,August 2020,5,Tasty,Healthy abd tasty
sneha,12,August,2020,August 2020,5,Awesome snacks,Nice packing flavour is going.
Avinderan nagraj,13,August,2020,August 2020,5,Yummyyy,Tastebuds were happy😊
sai Siva panda,13,August,2020,August 2020,4,Excellent,Vv good
Sreecharan,13,August,2020,August 2020,5,Good product.,"Good product..
Cost can be reduced."
S T,13,August,2020,August 2020,4,ST,"Good quality
I recommend"
samira,13,August,2020,August 2020,4,Excellent,Excellent
Trisha chawla,14,August,2020,August 2020,5,Loved it,"It's absolutely delicious. The aroma, taste and the nutritious ingredients just make this perfect.
Crispy and highly digestive.
Would absolutely recommend this to all the people who love nuts and raisins."
pooja desai,14,August,2020,August 2020,5,Poor packaging but quality no compromise,Poor packaging this time..... quality no compromise.... previously I had got best packaging.....
Masood Ali,14,August,2020,August 2020,5,Loved it,Nutritious ..
sukhdeep singh,14,August,2020,August 2020,5,.,Good product
Milind Gade,14,August,2020,August 2020,5,The best muesli in India,World-class product
Siddharth,16,August,2020,August 2020,4,Totally worth it 👌🏻,"It’s really good. It delivers on all the aspects. It has got it all what all is shown and what all is being claimed on the cover. Fruits, chia seeds, muesli everything. Flavors good. Taste is good. Totally a delight. Definitely value for money. Lasts around a week to 10 days. But definitely go for it. Chocolates good too. Except there are no actual chunks of chocolate how it’s shown on the packet."
Nikita Lalwani,17,August,2020,August 2020,5,Tasty and healthy loved it,"Healthy, tasty, delicious. Seeds, strawberries, rasins , nuts , muesli. Perfect for breakfast or evening snack time. Packing all good."
Ayushi jangid,18,August,2020,August 2020,4,Delicious,The museli is good. Good handful of it with one glass of milk iss a perfect breakfast on the go.
Gowthamraj,19,August,2020,August 2020,5,Very tasty and healthy breakfast,Very tasty and healthy breakfast
Thrifty shopper,20,August,2020,August 2020,5,Reasonably priced premium quality muesli,"Good flavour, good packaging and mostly value for money."
Narasim,20,August,2020,August 2020,5,Extremely good,"Very good product, full rich of dry fruits, good taste and very hygiene than any other brands int market. Very very nice. I liked it."
Navita,21,August,2020,August 2020,5,Totally Loved it!,"Writing this review after trying it for one week.
I totally recommend this product. Taste is so good, especially taste of dried berries. At first try, you may not like it much but after trying 2-3 times, you will start loving it. You can add honey to make it sweeter."
sashidhar goud,21,August,2020,August 2020,4,Good,Nice flavour
Nishmitha,21,August,2020,August 2020,5,Worth buying,Worth for money💰💵
Saurav,23,August,2020,August 2020,5,Very healthy and tasty,Nice love it
Piyush Mishra,24,August,2020,August 2020,4,Not a healthy food at all. Too much sugar syrup taste that dominates other natural flavours,Just too much sugar to my taste. Its doubtful if its all natural sugar or processed. It is more of a comfort food and less of a healthy food. The food should have been natural and not candied out in syrup. I was not expecting this from a brand that has Yoga in its name. Dissappointed
Kindle Customer,24,August,2020,August 2020,4,Go for it!,The pack is certainly very tasty and wholesome in health
Mayank,25,August,2020,August 2020,4,Item is good but delivery is poor,Item is good but delivered in 12 days even after being a prime member
Vijay c,26,August,2020,August 2020,1,Fraud,"Very bad this time
Company faled to maintain quality.
This time I got with no dry fruits in it only Grains @ Rs.400 for 700g."
Jyoti koli,28,August,2020,August 2020,5,Worthy but little expensive but overall really nice smell is good,Very health tasty flavored... 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌
Honey Singh,29,August,2020,August 2020,5,Tasty and healthy,"It has a great flavor and one of the best muesli I have had. A bit higher on costs, but quality is good."
Junaid,29,August,2020,August 2020,4,Pls make packets only,I like 40gms packets bcs it is fresh and good flavour and exact quantity for breakfast
Ranvir,29,August,2020,August 2020,5,Tasty n healthy,I ordered for my hubby . N he really likes this product
manisha,30,August,2020,August 2020,4,very good product ordered 2nd time,"good taste, healthy as well packaging needs to be improved."
Amazon Customer,30,August,2020,August 2020,4,"Good product, taste very nice",It's a bit sweet because of the berries but still far better than any other product
Pranav,31,August,2020,August 2020,5,Tastes good,"It tastes good, good for diet because there is no added sugar"
payal,1,September,2020,September 2020,2,Not a great one,"For this little amount of protein i would not like to eat this tasteless cereal. It's sitting in a corner now, nobody ever touches it."
Inma,1,September,2020,September 2020,5,Nice,Nice taste..well packed..but dnt knw what will do if it is damaged one..becoz it is not returnable
Garuda,2,September,2020,September 2020,1,Free hair with cereal,Thank you for gifting us strand of your hair as a bonus. I suppose the cereal would've been great had the employee cared to wear a hat to keep food sanitised. Many thanks YogaBar
Chetna Pandey,2,September,2020,September 2020,5,Awesome 👍 taste....must buy,Awesome 👍 taste....must buy
Vaishnavi patil,2,September,2020,September 2020,5,great breakfast option,received package in good condition within a week thank you amazon..
Unmesh,3,September,2020,September 2020,3,Quantity should increase,Quantity should be increased ! It ends in a 2-3 weeks ..
Joydeep Bhattacharya,4,September,2020,September 2020,5,nice and tasty,"very satisfied with the taste, it's really a nice breakfast in terms of both taste and flavor, I generally have it with hot milk and it tastes really nice, you can really feel the fruits and nuts. I think I am going to stick to the same for the time being"
Bhanupriya Kapoor,4,September,2020,September 2020,4,Yummy,The taste is yum and crunchy . The fruits inside let me avoid the sugar in milk. I recommend it.
Ratheesh ks,4,September,2020,September 2020,3,The box looks good,I do not like it
Supriya Patankar,5,September,2020,September 2020,5,Delicious,Much better than Kellogg's muesli. It's nutritious and delicious!
Siddhaarth,5,September,2020,September 2020,4,Healthy cereal,Great cereal for those who are health conscious. Very expensive though
Vikash Kumar,6,September,2020,September 2020,4,🙄,It's better to eat dry. With milk I don't like it's taste.
Sri,6,September,2020,September 2020,5,Healthy food,"It's very tasty & healthy, I replaced my morning breakfast with this."
nidhi ranawat,6,September,2020,September 2020,1,Don't like taste,"Don't but if you dont like sugary taste
I dont like it 😔"
Kindle Customer,7,September,2020,September 2020,5,Very good product,"I received a recently manufactured product, about which I was concerned before buying. The flavour is good. Amount of dried fruits, nuts, various seeds is very satisfying. Best museli.worth the money"
sanoj,7,September,2020,September 2020,3,Not as good as Kelloggs,Kellogs Muesli Fruits and Nuts is better than this.
Ambika Prasanna Dhal,7,September,2020,September 2020,5,...,Fineeeeeee nd superb...
Sukanya Baliarsingh,8,September,2020,September 2020,4,Smells tasyea,"It's been two whole days now and the taste of this cereal is so refreshing that I don't feel the need to munch on anything else throughout the day. Healthy, tasty and definitely smells so good.
Oh and also, I totally forgot to mention, it uses flax seeds, which is quite honestly very rarely available these days but is so good for stomach issues, and the fact that it doesn't have a weird smell for all the mixed nuts is my favorite. Loving it. Gonna try different flavors next month!"
Reshmi De,8,September,2020,September 2020,5,Satisfied with the product,The product is filled with fruits and is a good value for money. If you like it sweeter then you could add some honey to enhance the flavours.
Sundar Srinivasan,8,September,2020,September 2020,5,Extremely grateful,Loved it
